pubmed_id|name
24389984|http://purl.obolibrary.org/obo/DOID_3969
24396464|http://purl.obolibrary.org/obo/DOID_3969
24574369|http://purl.obolibrary.org/obo/DOID_3969
10911419|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10911419|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
24679337|http://purl.obolibrary.org/obo/DOID_3969
24748129|http://purl.obolibrary.org/obo/DOID_3969
24838814|http://purl.obolibrary.org/obo/DOID_3969
10945492|http://purl.obolibrary.org/obo/DOID_10283
24978326|http://purl.obolibrary.org/obo/DOID_3969
10952777|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10952777|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
25266729|http://purl.obolibrary.org/obo/DOID_3969
25317411|http://purl.obolibrary.org/obo/DOID_3969
25325273|http://purl.obolibrary.org/obo/DOID_3969
25337709|http://purl.obolibrary.org/obo/DOID_3969
25400776|http://purl.obolibrary.org/obo/DOID_3969
25455162|http://purl.obolibrary.org/obo/DOID_3969
